Pos Office Branch,User,Reviews,Rate,tanggal_review
kantor pos cabang balikpapan,espe es,bukti nyata keseriusan dlm pengiriman barang atau dokumen yg profesional yg ditunjjukan pos indonesia,5,2018-08-11
kantor pos cabang balikpapan,ali ali,"kau buat pengiriman barang seperti meja atu komplesor bisa g....
inpoya dong untuk hari ini",5,2019-08-11
kantor pos cabang balikpapan,hanna muji,ruangannya luas... pelayanannya ramah..,5,2024-09-11
kantor pos cabang balikpapan,sukses berawal dari sini,"ya kalo mau kirim barang segala segalanya bisa di perusahaan terbesar di indonesia ini, bayar apapun boleh,, jasa keuangan boleh...",5,2013-08-11
kantor pos cabang balikpapan,kasyful khuzairi,mantabb pt pos...kmren saya kirim paket jam 20.15 mash buka...,5,2022-08-11
kantor pos cabang balikpapan,awie macho,"nomer telp kantor pos ditelp tidak diangkat, yg diangkat malah telp fax, dan disuruh telp kenomer yg tidak diangkat2.. bingung gak tuh?",1,2017-08-11
kantor pos cabang balikpapan,wahyu manda saputra,"paket super jumbo isi motor ,ngk di anter sampai rumah , sangat mengecewakan harus ambil sendiri 😢😢😢😢😢 …",1,2017-08-11
kantor pos cabang balikpapan,achmad busiri,-maaf mau tanya kalau kirim barang via laut dari balikpapan ke pontianak paket biasa yg 2 minggu sampai tujuan kira2 berapa ya ongkos kirimnya,5,2019-08-11
kantor pos cabang balikpapan,susila winata,"petugas loketnya ramah, ruangan bersih rapi",5,2024-08-11
kantor pos cabang balikpapan,aldo genic,ini kantor pos apa kuburan. di telpon kok gk ada yg angkat. makan gaji buta.,1,2017-08-11
kantor pos cabang balikpapan,alhamdulillah_,"profesional, sergap, tepat waktu dan aman. dan tentunya dgn biaya yg cukup murah. old but gold ❤️",5,2018-08-11
kantor pos cabang balikpapan,ajeng dwiyani,jam bukanya panjang. smoga terus buka sampe malam,5,2024-08-11
kantor pos cabang balikpapan,dina ariyani,keren sekarang kantornya bagus dan pelayanannya bersaing,5,2023-08-11
kantor pos cabang balikpapan,budi santoso,layananya buka sampai jam 10 malam.. mantabb..,5,2024-08-11
kantor pos cabang balikpapan,adi p,"mengecewakan, ngirim motor plat nomor g ada satu...",1,2019-08-11
kantor pos cabang balikpapan,arna okta,semua nomor telpon kantor pos dibalikpapan fix nggak ada yang ngangkat. sangat tidak informatif. tidak bisa membantu ketika urgent,1,2017-08-11
kantor pos cabang balikpapan,yani rukani,"aman dan amanah, servise bagus.",4,2024-09-11
kantor pos cabang balikpapan,dandy veterly,belum ada perubahan signifikan yang mungkin membuat user nyaman menunggu,4,2018-08-11
kantor pos cabang balikpapan,rahma bppn,bagus pengiriman cepat pelayanannya jg sangat bagus,5,2020-08-11
kantor pos cabang balikpapan,muh aries yusuf,sukses terus dalam menjaga amanat,5,2024-09-11
kantor pos cabang balikpapan,novia harfianty,"pakai paket tipe ""kilat khusus"" masih saja lama sampai.",1,2019-08-11
kantor pos cabang balikpapan,khaithir haidar,"lama amat, barang ga nyampe2 udah 2 minggu",1,2018-08-11
kantor pos cabang balikpapan,firman aprilianto,pelayanan cepat dan ramah ...pertahankan...,5,2024-08-11
kantor pos cabang balikpapan,fransiskus elfren,"barang tidak diantar"", pengiriman lama",1,2020-08-11
kantor pos cabang balikpapan,hhadiwibowo,"kantor pos balikpapan, berproses menjadi lebih baik",4,2023-08-11
kantor pos cabang balikpapan,muhammad rifaldy,express next day barang belum juga tiba hingga sekarang,1,2019-08-11
kantor pos cabang balikpapan,ummu fahmi,"costumer banyak tidak ada no. antrian
antri pakai berdiri",2,2018-08-11
kantor pos cabang balikpapan,fitria barito,pelayanan nya oke..👍👍👍 …,5,2024-09-11
kantor pos cabang balikpapan,d m loudewyek,"tempat mengirim surat dan barang, selain expedisi lainnya",3,2018-08-11
kantor pos cabang balikpapan,van java sablon,pengiriman lambat......pelayanan model apa ini....kecewa,1,2019-08-11
kantor pos cabang balikpapan,gevinda rizki dewi,sepengalaman aku sih pelayanan oke aja...,4,2017-08-11
kantor pos cabang balikpapan,adhi dumar official,"barang 3 hari yang lalu dikirim ke batu karang, batu sopang. tapi belum sampai padahal mau dipakai lebaran",1,2020-08-11
kantor pos cabang balikpapan,dbguntoro,kantor pos besar balikpapan,4,2018-08-11
kantor pos cabang balikpapan,faisal nasrum,"nda mau lagi pake pos, kelamaan.",1,2021-08-11
kantor pos cabang balikpapan,nur hikmah,lokasinya sangat sangat mudah di cari dan berada di lokasi yang sangat strategis,5,2022-08-11
kantor pos cabang balikpapan,hasani anwar124,jam pelayanan publik lebih panjang... terima kasih ..,4,2016-08-11
kantor pos cabang balikpapan,sadira prayata bayu ramadhani - dpib,mudah dilihat dari jalan utama,5,2019-08-11
kantor pos cabang balikpapan,agus,sangat ramah dan mudah pelayanan nya,5,2023-08-11
kantor pos cabang balikpapan,kang nur,sudah jadi rahasia umum bagaimana pelayanan di kantor publik,3,2021-08-11
kantor pos cabang balikpapan,decki arvinantyo,banyak yang akan saya keluhkan... biar bintang saja yg berbicara,1,2019-08-11
kantor pos cabang balikpapan,marconi kamal,pelayanan memuaskan. antrinya gak lama,4,2017-08-11
kantor pos cabang balikpapan,cyla indry,biasa aja....lambat pengirimannya,3,2019-08-11
kantor pos cabang balikpapan,wastuti sugito,pelayanannya ramah,5,2024-08-11
kantor pos cabang balikpapan,j yogatama,kantor pos yang buka di hari minggu,5,2016-08-11
kantor pos cabang balikpapan,fanshegets86 channel,bagus pelayanan ramah baik namun sedikit lambat,5,2018-08-11
kantor pos cabang balikpapan,karim ozan,paket saya nyasar kantor apa ini nda beres,1,2017-08-11
kantor pos cabang balikpapan,syaiful hilman,"jl. jendral sudirman no. 31, kode pos 76111",5,2014-08-11
kantor pos cabang balikpapan,ningrum amanda,susah betul ya di tlp .. nggak diangkat2 padahal penting,1,2019-08-11
kantor pos cabang balikpapan,firli susilowati,surat tidak dikirim sudah berapa tahun...,1,2019-08-11
kantor pos cabang balikpapan,erwin setiabudi,pelayanan ramah,3,2024-08-11
kantor pos cabang balikpapan,kasyful salza ega zerlinda,top mantap is the best,5,2024-09-11
kantor pos cabang balikpapan,bimo sinatriya,"lg menuju rumah makan tanjung hijrah
balikpapan",4,2014-08-11
kantor pos cabang balikpapan,niken bellani,kantor pos pusat dan paling besar di balikpapan,4,2018-08-11
kantor pos cabang balikpapan,fandi sopiyansyah,"bersih, indah, dan beriman.",5,2024-08-11
kantor pos cabang balikpapan,alif tristanto,estimasi nya kadang kurang tepat,3,2022-08-11
kantor pos cabang balikpapan,aditiyo,kebanyakan preman nongkrongin parkiran  🙄 …,3,2018-08-11
kantor pos cabang balikpapan,dika wijaya,pelayanan kurang. telepon tidak dijawab,1,2020-08-11
kantor pos cabang balikpapan,muh iqbal nasir,pelayanan baik,5,2024-08-11
kantor pos cabang balikpapan,suka_bobo (fahrizal),pelayanan cepat dan ramah,5,2023-08-11
kantor pos cabang balikpapan,zull bone,bagus..tempatnx luas,4,2019-08-11
kantor pos cabang balikpapan,anak rantau chanel,bagus sangat menyenagkan...,4,2019-08-11
kantor pos cabang balikpapan,kartikasari hasan,pelayanan kurang baik,1,2022-08-11
kantor pos cabang balikpapan,fahrian ramadhan,pos bagus,5,2024-08-11
kantor pos cabang balikpapan,sudono 78,mantap...👍 …,4,2024-09-11
kantor pos cabang balikpapan,edy mulawarman,bersih dan ramah,5,2022-08-11
kantor pos cabang balikpapan,poetra sugiarto,enak parkir mobilnya,3,2017-08-11
kantor pos cabang balikpapan,refa march,kirim apa aja kemana aja,4,2023-08-11
kantor pos cabang balikpapan,donnie fainon,lumayan,4,2019-08-11
kantor pos cabang balikpapan,m arif rahman,rekomended,5,2017-08-11
kantor pos cabang balikpapan,johan wydiamarta damping,pos indonesia,5,2020-08-11
kantor pos cabang balikpapan,benny sidharta,"salah satu tempat terbaik untuk pembelian bea materai, dokumen, barang, pengiriman surat di balikpapan.",5,2022-08-11
kantor pos cabang balikpapan,dinda faridha,"stafnya lambat, hampir seperti tidak pernah dilatih. antreannya sangat panjang. namun, tarif pengirimannya paling murah dan entah bagaimana bisa diandalkan. rekomendasi yang buruk jika mengimpor barang melalui layanan mereka, selalu minta idr20k untuk pengemasan ulang. saya cukup yakin tidak ada paket saya yang dikemas ulang atau bahkan diperiksa.
edit: sekarang sekitar idr50k, huh.",3,2022-08-11
kantor pos cabang balikpapan,anonymous smoker,masih bermanfaat hingga saat ini bahkan sebagian besar masyarakat menggunakan koneksi digital pada gadget internet dibandingkan kantor pos. anak-anak sekolah dapat mengunjungi tempat tersebut untuk mempelajari lebih lanjut tentang proses lama dan membeli prangko untuk kolektor yang tersedia di sana.,3,2018-08-11
kantor pos cabang balikpapan,farrah salim,"jadul tapi masih eksis di antara para pesaing. tarif terbaik, tarif termurah untuk layanan pengiriman satu malam, dan pelacakan mudah melalui situs web resmi. juga menyediakan western union untuk transfer uang ke luar negeri, dan pembayaran untuk pensiun.",5,2018-08-11
kantor pos cabang balikpapan,angelina christina,"telah menelepon untuk menanyakan mengapa setelah 10 hari paket dari surabaya - samarinda belum juga tiba, tidak ada yang menjawab telepon saya pada pukul 16:57. padahal katanya buka sampai jam 8 malam.",1,2018-08-11
kantor pos cabang balikpapan,juhdi susiawan,"tolong cs nya sudah di tegur, nomer yg di hub tidak ada yg angkat!",1,2016-08-11
kantor pos cabang balikpapan,husna syahrama,"tempatnya luas, tidak terlalu ramai.",5,2021-08-11
kantor pos cabang balikpapan,interv8l,pos indonesia,5,2018-08-11
kantor pos cabang balikpapan,achmad agus _kls bontang,jangan sampai.,1,2020-08-11
kantor pos cabang balikpapan,risna nna,sejauh ini baik-baik saja 👌 …,4,2018-08-11
kantor pos cabang balikpapan,prasetya a,ya....,2,2023-08-11
kantor pos cabang balikpapan,firdaus,oke,5,2023-08-11
kantor pos cabang balikpapan,subur mutram,pelayanannya bagus...,4,2018-08-11
kantor pos cabang balikpapan,hasani anwar124,pekerja profesional,4,2014-08-11
kantor pos cabang balikpapan,blimrosche,bagus,4,2021-08-11
kantor pos cabang balikpapan,yodi hanidi,kantor pos lalubea balikpapan.,3,2017-08-11
kantor pos cabang balikpapan,achmad badaruddin,naik,1,2020-08-11
kantorpos kandangan,husain,buka nya molor dr jadwal,1,2025-06-11
kantorpos kandangan,arsya habibie,barang aq lama baru d infut,3,2025-04-11
kantorpos kandangan,mhinan elkan,"bagus. pelayanan cepat. loket layanan untuk customer ada beberapa jadi tidak lama antre. full ac tempat duduk nyaman bersih dan layanan respon  cepat. sarana parkir cukup luas untuk roda 2 atau roda 4.  dekat dengan jalan langsung masuk tidak dijalur menggunakan jalur 2 arah. masuk lokasi bisa dari arah mana saja. jam sibuk pada jam 09.00am sampai jam 12.00pm. hari sibuk mulai hari senin sampai hari kamis. hari sabtu tetap buka. jasa yang tersedia pembayaran online seperti bayar listrik angsuran kredit dan bayar pembelian online , pulsa , paket kouta internet , layanan pengiriman barang/dokumen , layanan transfer uang dan tarik tunai.",5,2018-08-11
kantorpos kandangan,rani t,"tingkatkan lagi kualitas keramahan di bagian loket nya, pelayanan nya sudah berubah sudah tidak seramah dulu🙂 …",1,2024-08-11
kantorpos kandangan,adhan gaga,pelayanan pelanggan sangat buruk,1,2024-12-11
kantorpos kandangan,abu salem,"pelayanan mantap, barang kita langsung diantarkan kerumah....",5,2016-08-11
kantorpos kandangan,arif yayan,"pelayanan bagus
kemarin kirim motor ke samarinda di kantor pos ini",5,2017-08-11
kantorpos kandangan,v_arts,pelayanannya terbaik sejagat raya,4,2023-08-11
kantorpos kandangan,muhammad noor ihsan,selain kirim barang bisa bayar apa aja di pos,5,2018-08-11
kantorpos kandangan,black,kantor dengan pelayanan terbaik,5,2023-08-11
kantorpos kandangan,kusuma yudha kurnia,pelayanan ramah,5,2024-10-11
kantorpos kandangan,kk 040,mantap,5,2022-08-11
kantorpos kandangan,jalan jalan utuh meratus,puas,5,2019-08-11
kantorpos kandangan,panjie wardhana,satu satunya,4,2017-08-11
kantorpos tanjung redeb,dio anugrah supriadi,"pelayanannya ramah, respon cepat, bisa pickup paket dengan cepat dan kantornya bersih.",5,2025-06-11
kantorpos tanjung redeb,aria kharismanda,"pelayanan sekarang cepett, kirim paket dari jawa 3 hari nyampek, sabtu minggu tetep buka lagii",5,2025-02-11
kantorpos tanjung redeb,reza berau,kurirnya sangat tidak profesional. kok bisa salah alamat?padahal lengkap loh alamat yang tertera di paket lengkap dengan setail rumah dan nomor hp. kenapa tidak konfirmasi dulu biar nda salah alamat?,1,2025-06-11
kantorpos tanjung redeb,ramdan hanafi,"pelayanan sudah membaik, parkir sudah mulai luas tinggal pembenahan kantor saja yang harus di besarin agar pelayanan bisa lebih optimal",3,2018-08-11
kantorpos tanjung redeb,liana sweety,apakah buka di hari minggu dan apa bisa untuj tarik western union,5,2025-07-21
kantorpos tanjung redeb,sari yunita,"baru menggunakan jasa layanan kantor pos ini ± 2 minggu yg lalu, pelayanannya sangat baik, sangat amanah, pesanan saya tersampaikan dan dikirim sesuai alamat penerima, saya dibantu oleh pak joko, terima kasih banyak pak joko 🙏🏻 …",5,2024-12-11
kantorpos tanjung redeb,bayu mustanir,"pos indonesia di zaman milenial dan genzet, tidak lebih baik dari pos indonesia thn 80 dan 90 an. bahkan lebih buruk dari masa lampau.  padahal di tahun itu msh minim teknologi. tpi pelayanannya sangat memuaskan krn ad tukang/kurir pos yg tidak mengenal lelah mengantarkan amanah hingga tujuan. hanya pengiriman uang saja yg harus ambil di kantor.",4,2024-08-11
kantorpos tanjung redeb,wahyu jodie.2,plat kuning ga profesional banget.paket diantar tapi balik lagi dengan alasan rumah tidak ditemukan.padahal alamat lengkap.tertera no hp tapi tidak mau menghubungi nomernya.status kirim ulang kirim ulang.pantas ga maju maju kalo begini pelayanannya.,2,2024-08-11
kantorpos tanjung redeb,zulfikat alam,"harapan terbesar saya ketika menuju pos ini adalah barang paketan yang saya bawa, cepat terkirim ke tempat tujuan. begitu sampai di depan pos, saya parkir kendaraan dan segera menuju pintu dan di situ berdiri abang security yang lumayan ramah ke pada saya dan semua orang di pos hari itu. saya langsung menuju tempat pengambilan nomer antrian dan ternyata oh ternyata.... 😭😭😭 nomor antriannya sudah mendekati angka 100 lebih jelasnya di nomer antrian 96
seketika itu juga saya merasa bahwa planning hari itu akan hancur berkeping keping.....
dengan sisa kesabaran dan ketabahan yang tersisa saya coba meyakinkan diri saya bahwa apa yang menimpa saya saat itu adalah ujian. saya pun duduk di kursi panjang di antara ibu dan bapak yang saat itu mengantri.
setelah 3 jam suntuk menunggu dan menunggu akhirnya, tiba giliranku menuju loket antrian. dengan wajah sendu saya coba untuk tenang dan menyerahkan paketan saya ke petugas saat itu, alhamdulillah kurang lebih 15 menit semua selesai.
itulah suka duka ngantri di kantor pos.",3,2018-08-11
kantorpos tanjung redeb,rohid naufal putra,"payah. paket udah 8 hari tanjung-labanan statusnya masih delivery runsheet. berasa kirim paket ke jawa 😤

kapok kirim paket pake pos. mana nomer telpon cuma buat pajangan, ditelpon aktif tapi nggak diangkat",1,2023-08-11
kantorpos tanjung redeb,aldi alvaro,"kiriman tidak kunjung tiba.
padahal di lacak pakai nomor resi sudah sampai sejak bbrp hari lalu.

keterangan di hasil lacak: sudah 2x gagal antar dan hari ini adalah hri ke3 gagal antar.

ada yang tidak beres di kantor pos tanjung redeb.
semoga karyawan2nya yang ga becus diganti.

dulu pernah saya ditelpon suruh ambil sendiri di kantor, padahal pengiriman harusnya aampai rumah. koq bisa suruh ambil sndiri, bukankah kalian dibayar full??
dan pengiriman padahal dalam kota saja di tanjung redeb.

taukah kalian?
kantor pos berau ini licik.. pengantaran ditunda2, supaya kita sendiri yg mengambil ke kantor

ck ck ck, payah bgt",1,2019-08-11
kantorpos tanjung redeb,siswanto nugroho,kantor pos berau...kirim surat dulu.,5,2018-08-11
kantorpos tanjung redeb,wer neweer,"kapok. bumn gini amat. keterangan antar ulang, antar ulang. sampe lebaran monyet gitu terus. jelasin donk kalo nggk bisa door to door. sudah bayar bukan untuk disuruh jemput sendiri",1,2023-08-11
kantorpos tanjung redeb,anik setyawati,"senang masih bisa berkunjung ke kantor pos.kantor pos berau lokasinya berada di pusat kota dan ada dijalur utama.petugasnya sangat ramah disini, karena kebetulan ketika berkunjung kemari saya sekalian mengajarkan kepada anak untuk lebih paham tentang kantor pos dan juga istilah-istilah yang ada di kontor pos.parkirannya luas dan gratis.",5,2022-08-11
kantorpos tanjung redeb,lelaki optimis,"senang disini. tempat ini tempat besejarah bagi pustaka apung balikukup, karna sangat sering datang mengambil paket buku donasi dari orang baik, begitu juga dengan coral warrior, tempat ini begitu banyak ceritanya, sebagai tempat yabg tepat untuk ngirim paket donasi baju.",5,2020-08-11
kantorpos tanjung redeb,pipit sandra,pelayanannya cepat,5,2025-07-11
kantorpos tanjung redeb,romi berau,"pelayanan prima.. sampai2, mungkin ada dari kebijakan pimpinannya,  ""jika petugas kami tidak senyum, sapa,  salam,... gratis administrasi senilai... "" ini motto up to date.. karena setahu kita,  di tempat pelayanan umum yang notabene-nya terhubung dengan banyak orang,  mungkin ada rasa jenuh,  capek,  bosan. namun petugas pos tetap prima melayani masyarakat tanjung redeb dan sekitarnya 🙂 (foto hanya ilustrasi)",4,2019-08-11
kantorpos tanjung redeb,rahmat nugroho,"no telepon kantor pos tidak bisa dihubungi. untuk masyarakat yang jauh dari lokasi kantor pos, hal ini sangat menyulitkan. apalagi di zaman yang harus serba cepat dan praktis sekarang ini.
harus segera ditindaklanjuti.",1,2019-08-11
kantorpos tanjung redeb,muhammad salman,"barang aku sudh smpe di pos tnjung redep sejak taggal 29 maret 2020 smpe skrng barang ny blum di antarkan, jadi aku minta agae gesit pengntaran ???",3,2020-08-11
kantorpos tanjung redeb,badut kampang,"mau ambil paket tp mulai hari ini tutup sudah, terpaksa habis lebaran baru bisa diambil, coba kalau tutup pengantaran paket masih dijalankan hufftt...",3,2020-08-11
kantorpos tanjung redeb,erwinsugi,selain pengirim barang ada juga berbagai layanan pembayaran bisa di lakukan di kantor pos,5,2019-08-11
kantorpos tanjung redeb,ardy edge,hari sabtu kantor pos buka atau tidak?,4,2024-11-11
kantorpos tanjung redeb,ningtiya opi,apakah kantor pos berau bisa mencairkan uang dari western union?,3,2023-08-11
kantorpos tanjung redeb,riska intan yuliana,"pelayanannya bagus, lokasinya strategis",5,2019-08-11
kantorpos tanjung redeb,fino duabelas12,"pelayanan yg ramah dan cepat ..
melayani berbagai mcm transaksi dgn proses yg cepat 👍
antrian yg teratur👍 …",4,2021-08-11
kantorpos tanjung redeb,ahmad fajri,"jasa pengiriman paket,surat, pembayaran angsuran motor,mobil,pengiriman uang yang dapat diandalkan.....👍 …",5,2019-08-11
kantorpos tanjung redeb,prianto vrediawan,"pelayanan cepat, ramah dan buka sampai malam. parkiran luas gratis dan bersih.",5,2022-08-11
kantorpos tanjung redeb,parardya satyasinggara,pelayanannya cepat dan ramah dengan harga terbaik untuk pengiriman ke pelosok/pedalaman,5,2016-08-11
kantorpos tanjung redeb,bagas jawa286,barang tidak juga sampai di tempat padahal kurir sdh membawanya,3,2020-08-11
kantorpos tanjung redeb,abah rafath,jam pelayanan nya mantap,5,2024-10-11
kantorpos tanjung redeb,adit oke,mau cek paket barang udah sampai atau belum..mohon info,4,2020-08-11
kantorpos tanjung redeb,yayuk yuliarti,"cepat, ramah dan protokol kesehatan era covid nya cukup baik",4,2021-08-11
kantorpos tanjung redeb,tesa nur rohman,semua pembayaran bisa disini.,4,2019-08-11
kantorpos tanjung redeb,widya oktavia,apakah bisa mengirim hp lewat kantor pos?,1,2021-08-11
kantorpos tanjung redeb,putri fadillah,mohon maaf post buka kh hari ini?,4,2021-08-11
kantorpos tanjung redeb,firda yanti,"ko paket z ditahan ya di kantor,",4,2021-08-11
kantorpos tanjung redeb,oki purwadi,pelayanan ramah parkirannya sudah teratur,4,2017-08-11
kantorpos tanjung redeb,yoga wigunanto,kantor pos dinkota dan gampang di akses,5,2018-08-11
kantorpos tanjung redeb,elvano purnomo,kantor pos tanjung redeb juara,5,2018-08-11
kantorpos tanjung redeb,aby saci,kode pos berau brpa,5,2017-08-11
kantorpos tanjung redeb,aris surjanti,📮📬📭 …,5,2018-08-11
kantorpos tanjung redeb,uya suriyadi,tempat pengiriman barang murah,5,2018-08-11
kantorpos tanjung redeb,suardi jawa,sesuai dengan peruntukanya,5,2023-08-11
kantorpos tanjung redeb,papa ziezie,pelayanan yg mntap dan ramah👍👍👍 …,5,2021-08-11
kantorpos tanjung redeb,muhammad aqil maulana,"pelayanan nya lamban ,payah",1,2018-08-11
kantorpos tanjung redeb,annisa salsabila sufrihat,pengantaran lama,1,2018-08-11
kantorpos tanjung redeb,novan sharingan,kirim ke jawa bisa kah,4,2018-08-11
kantorpos tanjung redeb,bw lapan satu,pos,3,2021-08-11
kantorpos tanjung redeb,taofik hidayat,mantab,5,2020-08-11
kantorpos tanjung redeb,agusheriyanto 2,bagus,5,2019-08-11
kantorpos tanjung redeb,sasmudi blora,standar,4,2018-08-11
kantorpos tanjung redeb,siti masro'in,semua bisa,5,2018-08-11
kantorpos tanjung redeb,benny alex sandy,pelayanan bagys,4,2020-08-11
kantorpos tanjung redeb,muhammad ector prasetyo,"pelayanannya bagus dan responnya sangat cepat untuk menyelesaikan apa pun, masalah apa pun, dan kendala apa pun yang berhubungan dengan impor barang.",5,2023-08-11
kantorpos tanjung redeb,imran khan (imoo),pelayanannya bagus banget 😊 …,2,2025-01-11
kantorpos tanjung redeb,elditus lubis,bagus...,5,2024-08-11
kantorpos tanjung redeb,abinya arfi,aku bekerja di sini 😀😁 …,5,2016-08-11
kantor pos sanggau,cahya isnaini,"pelayanan cepat untuk antrian pembayaran (listrik) berbeda dari yang pengambilan pensiun. kalau untuk pengiriman kargo juga tepat waktu, biasanya saya menggunakan paket jumbo ekonomi dan estimasi waktunya sesuai.",5,2022-08-11
kantor pos sanggau,my smsr,"pilihan pos sanggau, yang terbaik memberikan layanan, kirim paket, tagihan transaksi top",5,2025-02-11
kantor pos sanggau,maulidin jumhi28 official,"paket saya diantar tanggal 2/12/19 dan sampai tanggal 6/12/18 belum dikirim. alasan proses dokumen karantina. tetapi biasanya proses karantina cukup 1 hari kerja.
sudah saya telpon petugas saat tanggal 5, dia katakan akan dikirim ke pontianak untuk proses karantina di pontianak. ehh..sampai saat saya komen ini tgl 6/12/19 ternyata paket saya masih berada dikantor pos sanggau.
tolong profesonal dalam layanan...klo gini buat jera org kirim barang dari pos sanggau.",1,2020-08-11
kantor pos sanggau,dew chunk,"pelayanan ramah dan cepat.
dimulai dari petugas keamanan yang melayani dalam membukakan pintu, menanyakan kepentingan, mengambil an antrian, hingga mempersilakan tempat duduk.
lanjut ke teller yang dengan ramahnya melayani kami sebagai pelanggan.
di luar juga tersedia halaman parkir yang cukup luas.
untuk korporasi dapat melakukan kerja sama dalam hal pengiriman dokumen.",5,2019-08-11
kantor pos sanggau,marta dela,"pelayanan nya buruk,petugas nya lelet ga konsisten.",1,2025-01-11
kantor pos sanggau,muhammad irfan,"pelayanan ramah, bisa pick up barang, bisa bayar2. parkiran luas, hari libur masih tetap buka loh",5,2023-08-11
kantor pos sanggau,doni 35,"performa pos sangat jelek, barang sampai di pos sanggau sudah 6 hari. tapi tidak dikirimkan ke pos selanjutnya. kecewa, karna sudah tidak kompeten dan tidak profesional.
padahal saya menggunakan jasa pos expres.",1,2021-08-11
kantor pos sanggau,muhammad putra,"paketku dri tgl 11/04/2020 sampai sekrng tgl 17/04/2020 blum sampai jga, padahal aq udh pakek jasa yng super cepat 2 hri pingiriman, sampai sekrng udh seminggu blum datang juga, kecewa aq",1,2020-08-11
kantor pos sanggau,rita ismail,"pelayanan bagus,ramah dan cepat",5,2025-02-11
kantor pos sanggau,dwi rasmi,"pake paket ekspres malah ngga sampe"", wkwk. padahalkan harusnya cepat sampe. ini malah lebih dari 1 minggu.",1,2021-08-11
kantor pos sanggau,nana chann,"pelayanan ramah, jam layanan yg panjang, hari libur tetap buka. luar biasa.",5,2022-08-11
kantor pos sanggau,rizky arisandy. g,pelayanan yg sangat baik dan ramah,5,2024-09-11
kantor pos sanggau,khoirudhin official,apakah ada no kurir yg bisa di hubungin...,4,2020-08-11
kantor pos sanggau,davano miko,apa ada paket yang bernama dodi,5,2024-08-11
kantor pos sanggau,daniel liong,tidak lama antri kalau bayar pajak,5,2021-08-11
kantor pos sanggau,ikkoru takke,tapi posnya kalo ngantar barang pasti nyasar,3,2017-08-11
kantor pos sanggau,rian septian,pelayanan nya lumayan bagus,4,2023-08-11
kantor pos sanggau,rina haryanti,ngurus pengiriman surat,4,2024-08-11
kantor pos sanggau,ribka filia,👍🏻❤️🙏🏻 …,5,2022-08-11
kantor pos sanggau,rendra reonardo dwi putra,tempat beli materai,5,2022-08-11
kantor pos sanggau,floren sius,tempat kirim barang,5,2019-08-11
kantor pos sanggau,pekasam robong926,suka sekali,5,2019-08-11
kantor pos sanggau,amir hasan,kantor pos sanggau,5,2023-08-11
kantor pos sanggau,tito sumarno,pelayanan prima dan pengiriman lebih cepat,5,2019-08-11
kantor pos sintang 78600,bang koko,yg melayani mulai dari satpam smpai dgn tellernya ramah2 semua,5,2025-06-11
kantor pos sintang 78600,alya wahyu,kurang puas sama pelayanannya. kirim motor ke pontianak hari jumat katanya sampe sabtu. eh pas sabtu mau diambil di kantor pos pontianak malah motornya belum dikirim karna penuh. harusnya kan dari awal kalau penuh bilang. gak ada konfirmasi juga sama sekali. merasa di bohongin,1,2024-09-11
kantor pos sintang 78600,g4 cleopatra,empek empek mamang khosim makananku kantor pos jasa pengiriman ku,5,2021-08-11
kantor pos sintang 78600,indah susanti,"mf sebenarnya sy kurang puas cara pelayanan dlm pengiriman pket, knpa lma sekali prosesnya,,pket blum jg diantar ke kantor pos lanjutan,,pdahal sudah bbrapa hari yg lalu sampai di kantor pos sintang,,klo bisa tolong di percepat lh,,klo ky gni kn bikin kapok pelanggan sy,,kalau pun cma ada 1 pket, ya sharusnya ttp di antar ke kantor pos lanjutan,,jngan mnunggu pket2 yg lain yg 1 tujuan baru mau di antar,,klo ky gtu ya bisa lma lh datangnya, untuk pket atas nma terisa tujuan pandan, solam raya mhon di percepat pngiriman nya🙏🙏",4,2021-08-11
kantor pos sintang 78600,ella ira'ang ella,"untuk pelayanan kantor pos saya pribadi merasa puas dengan kinerja nya, para pekerja nya cukup baik dan ramah dalam melayani. semoga kedepannya kantor pos semakin maju terimakasih.",4,2021-08-11
kantor pos sintang 78600,angela angela,"pelayanannya sangat memuaskan, orang2nya baik dan ramah pokoknya sukses selalu buat kantor pos",4,2021-08-11
kantor pos sintang 78600,dakwah online,semoga pos indonesia semakin baik dan sukses.,4,2023-08-11
kantor pos sintang 78600,nariani anisa,"kakak"" nya baik,orang nyaa ramah"",pelayanan nyaa jago"".",5,2021-08-11
kantor pos sintang 78600,arif setiawann,alhamdulillah selalu berlangganan dengan pak pos. enjoy banget 👍 …,5,2021-08-11
kantor pos sintang 78600,syarifah nur patmawati,pelayanan nya bagus semoga tetap dipertahankan pelayanan nya,5,2021-08-11
kantor pos sintang 78600,indah nodila,pelayanan nya cukup memuaskan. terimakasih pos indonesia.,4,2020-08-11
kantor pos sintang 78600,zulkifli zulkifli,no kode posnya berapa ya...?,5,2019-08-11
kantor pos sintang 78600,lorensius loren,pelayanan nya sangat bagus,3,2023-08-11
kantor pos sintang 78600,topan syah,simpel dan praktis dalam segala hal,4,2019-08-11
kantor pos sintang 78600,dzaky khalil firdaus,"antriannya duduk, ruangan nyaman",4,2018-08-11
kantor pos sintang 78600,enriko siahaan,pelayanan cepat,5,2022-08-11
kantor pos sintang 78600,[n.k.r.i] sყԍσʑ,kantor pos juara,5,2019-08-11
kantor pos sintang 78600,imam ma'arif,tempatnya nyaman,4,2016-08-11
