user,rate,reviews,tanggal reviews,aplikasi
Pengguna Google,5,pospay makin jaya,2022-01-11 16:38:28,Pospay
Pengguna Google,5,top banget pospay,2022-01-11 16:35:33,Pospay
Pengguna Google,5,Bea admin murah luuur...,2022-01-11 16:35:16,Pospay
Pengguna Google,5,"Pospay sangat berguna dan manfaat utk pembayaran pdam, listrik. Dll. Saya sangat puas dan sangat membantu ... 👍👍👍",2022-01-11 16:27:59,Pospay
Pengguna Google,5,Ok Sangat memudahkan dlm berbagai transaksi pembayaran apa sja . 👍,2022-01-11 16:25:04,Pospay
Pengguna Google,5,Aplikasi sangat membantu .. Recommended,2022-01-11 16:21:59,Pospay
Pengguna Google,5,Aplikasi bagus memperlancar transaksi keuangan non-tunai. Pokoknya mantap,2022-01-11 16:13:40,Pospay
Pengguna Google,5,Sangat membantu & mempermudah pembayaran,2022-01-11 16:13:14,Pospay
Pengguna Google,5,Pos pay oke banget,2022-01-11 16:09:07,Pospay
Pengguna Google,5,"Matap aplikasinya cod semakin mudah bagi olshop, kantor pos dalam genggaman",2022-01-11 15:52:28,Pospay
Pengguna Google,5,Pospay memang oye nyocok i ati kocok bojoku,2022-01-11 15:41:43,Pospay
Pengguna Google,5,"Aplikasi bagus, keren sangat bermanfaat.",2022-01-11 15:38:00,Pospay
Pengguna Google,5,Aplikasi POSPAY sangat membantu sekali dalam kegiatan sehari-hari kita. Semua transaksi bisa dilakukan dengan baik.,2022-01-11 15:27:57,Pospay
Pengguna Google,5,"Pospay sangat bagus dan bermanfaat bisa untuk pembayaran cicilan motor, pln, pdam, transfer ke semua bank, dll.",2022-01-11 15:07:41,Pospay
Pengguna Google,5,Aplikasi yg bisa membantu saya bertransaksi sehari-hari,2022-01-11 15:04:43,Pospay
Pengguna Google,5,sangat membantu.,2022-01-11 15:00:01,Pospay
Pengguna Google,5,Aplikasi yg sangat membantu kebutuhan transaksi harian maupun bulanan...bisa transfer uang dan bisa simpan uang juga tanpa biaya administrasi..teruslah berinovasi PT Pos Indonesia...jangan sampai ketinggalan jaman😘,2022-01-11 14:57:51,Pospay
Pengguna Google,5,Kemudahan transaksi online terbaik 👍💯,2022-01-11 14:52:14,Pospay
Pengguna Google,5,Aplikasinya bagus banget. Sangat membantu 🤗,2022-01-11 14:51:12,Pospay
Pengguna Google,5,"Aplikasi yg sangat membantu di keseharian kita, , simple dan mudah di gunakan",2022-01-11 14:48:30,Pospay
Pengguna Google,5,Sangat membantu dan bermamfaat.,2022-01-11 14:46:28,Pospay
Pengguna Google,5,Layanannya sekarang bertambah banyak..,2022-01-11 14:45:55,Pospay
Pengguna Google,5,Bagus sekali,2022-01-11 14:34:14,Pospay
Pengguna Google,5,Memuaskan.....aplikasinya sangad membantu sekali....terimaksih posindonesia.....inovatif dan selalu mengerti pelanggan....the bestlah,2022-01-11 14:33:58,Pospay
Pengguna Google,5,Transaksi apapun jadi lebih mudah dan cepat 👍,2022-01-11 14:31:33,Pospay
Pengguna Google,5,Sangat membantu dengan aplikasi ini,2022-01-11 14:17:10,Pospay
Pengguna Google,5,Aplikasi yg ok banget..,2022-01-11 14:15:59,Pospay
Pengguna Google,5,Aplikasi yang sangat bagus dan komplit.... Pokoke josss...,2022-01-11 14:14:05,Pospay
Pengguna Google,5,"Juara,,",2022-01-11 14:13:07,Pospay
Pengguna Google,5,"Aplikasi mantab ,sangat membantu dlam bisnis",2022-01-11 14:12:51,Pospay
Pengguna Google,5,Joss gandoss,2022-01-11 14:12:47,Pospay
Pengguna Google,5,aplikasi paymen yang sangat mudah,2022-01-11 14:12:13,Pospay
Pengguna Google,5,Memudahkan bertransaksi,2022-01-11 14:11:29,Pospay
Pengguna Google,5,Simple dan mempermudah kita dalam melakukan pembayaran,2022-01-11 14:08:35,Pospay
Pengguna Google,5,Terimakasih pospay.kini kutak perlu repot bayar ini itu👍👍,2022-01-11 14:08:03,Pospay
Pengguna Google,5,Aplikasinya bagus dan suka sekali... fiturnya ditambah lagi y Kk...,2022-01-11 14:07:49,Pospay
Pengguna Google,5,adanya aplikasi ini saya sebagai online shop merasa terbantu COD semakin mudah.. smoga makin di kembangkan..,2022-01-11 14:02:07,Pospay
Pengguna Google,5,sangat membantu seki,2022-01-11 14:01:35,Pospay
Pengguna Google,5,"Secara umum aplikasi ini membantu dlm proses transaksi keuangan. Saran aja untuk pengembang mungkin bisa ditambah menu nya agar bisa lebih terasa manfaat dan kegunaanya, Satu lg yg perlu diperhatikan utk handling complain pelanggan atau pengguna tolong betul² diperhatikan",2022-01-11 13:58:58,Pospay
Pengguna Google,5,"Aplikasi sangat membantu, sesuai dengan kebutuhan",2022-01-11 13:58:05,Pospay
Pengguna Google,5,"aplikasi sangat membantu dan mempermudah melakukan segala pembayaran, ditambah lagi dengan bea admin yg murah.. terimakasih",2022-01-11 13:50:25,Pospay
Pengguna Google,5,👍👍👍,2022-01-11 13:50:03,Pospay
Pengguna Google,5,"Sangat membantu, terutama untuk pembayaran listrik gas dan air.. tingkat kan terus layanan nya..",2022-01-11 13:43:18,Pospay
Pengguna Google,5,Sangat membantu 😬 bayar listrik adminnya cuma 1500 mantap 👍👍,2022-01-11 13:40:40,Pospay
Pengguna Google,5,Aplikasinya sangad membantu sekali....lengkap bgt...semua layanan ktrpos ada disini....terimaksih pos...,2022-01-11 13:40:23,Pospay
Pengguna Google,5,Dengan adanya aplikasi ini Sangat membantu sekali. Mau apa apa jadi mudah.. Makasih pos,2022-01-11 13:20:15,Pospay
Pengguna Google,5,"Transaksi digital lebih cepat melalui pospay mobile👍 Deposit bisa lebih mudah,karena kantor pos banyak cabangnya dan ada di seluruh Indonesia.",2022-01-11 13:14:44,Pospay
Pengguna Google,5,Dengan pospay makin mudah bertransaksi,2022-01-11 13:11:23,Pospay
Pengguna Google,5,Aplikasi dengan fitur2 yg istimewa.. 👍👍👍,2022-01-11 12:52:55,Pospay
Pengguna Google,5,"Membantu banget, transaksi apa aja bisa dari rumah.. Keren kan lur..",2022-01-11 12:49:57,Pospay
Pengguna Google,5,Memudahkan transaksi,2022-01-11 12:47:31,Pospay
Pengguna Google,5,Pokoknya mantap deh aplikasinya..,2022-01-11 12:45:11,Pospay
Pengguna Google,5,Sangat memuaskan pake pospay,2022-01-11 12:40:06,Pospay
Pengguna Google,5,"Aplikasi simpel,mudah,gk ribet..semua transaksi bisa...mantaaap pokoknya..👍👍👍👍👍👍👍",2022-01-11 12:36:14,Pospay
Pengguna Google,5,Keren aplikasi nya dan mudah transaksinya dalam genggaman tangan,2022-01-11 12:31:01,Pospay
Pengguna Google,5,"Saat ini pos dalam genggaman, tak perlu ribet nggak usah antri , joss Pos Indonesia Maju trus maju ,trus maju ...",2022-01-11 12:30:44,Pospay
Pengguna Google,5,Good and simple application👍👍👍,2022-01-11 12:30:18,Pospay
Pengguna Google,5,"Wauuuw amazing, aplikasinya bagus mantap pokoke.👍👍👍👍👍👍",2022-01-11 12:23:57,Pospay
Pengguna Google,5,Pospay sangat membantu kmi dlm bertransaksi hal apa saja..tks pos,2022-01-11 12:18:53,Pospay
Pengguna Google,5,"Gak bakal nyesel. Gak percaya? Cobain aja, dijamin puassssss👍👍👍",2022-01-11 12:17:54,Pospay
Pengguna Google,5,"Ga pake ribet,,, 👍👍👍👍👍",2022-01-11 12:17:54,Pospay
Pengguna Google,5,"Pospay keren. Bisa bayar listrik, beli pulsa hp, jenis angsuran yg bisa dibayar di pospay paling lengkap. Kantorpos dalam genggaman. Sukaaa...",2022-01-11 12:17:36,Pospay
Pengguna Google,5,"Pake pospay semua jadi mudah, semua transaksi bisa ditangan, tanpa potongan bisa buat nabung aman, yuk pada download ya",2022-01-11 12:13:53,Pospay
Pengguna Google,5,Bermanfaat dan mudah di oprasikan di semua kalangan..,2022-01-11 12:10:19,Pospay
Pengguna Google,5,Good job.. Pertahankan gan..,2022-01-11 12:09:34,Pospay
Pengguna Google,5,"Kantor pos sekarang dalam genggaman, bagus buat generasi sekarang",2022-01-11 12:07:58,Pospay
Pengguna Google,5,Sangat membantu dan mempermudah transaksi sehari-hari..👍,2022-01-11 12:06:43,Pospay
Pengguna Google,5,"Mempermudah transaksi keuangan, baik pembayaran tagihan maupun transfer ke rek bank lainnya",2022-01-11 12:03:04,Pospay
Pengguna Google,5,"Mantap👍👍👍, layanan keuangan Kantor Pos di Genggaman",2022-01-11 12:00:54,Pospay
Pengguna Google,5,"Sangat membantu, daftar mudah , jika kesulitan bisa minta bantuan kantor pos terdekat 👌👌",2022-01-11 11:59:14,Pospay
Pengguna Google,5,Pospay memang mantapp 👍👍,2022-01-11 11:57:44,Pospay
Pengguna Google,5,"Mempermudah bayar2 tanpa keluar rumah, tingkatkan terus pelayanannya..",2022-01-11 11:57:35,Pospay
Pengguna Google,5,Dengan Pospay memang okey....👍👍,2022-01-11 11:56:55,Pospay
Pengguna Google,5,Semakin nyaman pakainya..,2022-01-11 11:55:15,Pospay
Pengguna Google,5,"Alhamdulillah terbantu sekali, dengan adanya aplikasi ini saya bisa menabung tanpa ribet, terimakasih pos Indonesia",2022-01-11 11:53:19,Pospay
Pengguna Google,5,"Lebih simpel, lebih mudah...",2022-01-11 11:51:45,Pospay
Pengguna Google,5,Bayar apa saja bisa,2022-01-11 11:45:48,Pospay
Pengguna Google,5,"Lebih mudah bayar belanja online pakai pospay,mantap👍",2022-01-11 11:44:58,Pospay
Pengguna Google,5,praktis anti ribet.... Terima kasih Pos Indonesia ...,2022-01-11 11:44:45,Pospay
Pengguna Google,5,Bagus sih tapi di perbanyak min fitur2nya,2022-01-11 11:37:54,Pospay
Pengguna Google,5,"Aplikasi pospay mantul, bayar apa aja di pospay bisa🙂",2022-01-11 11:36:02,Pospay
Pengguna Google,5,Mantab sangat membantu sukses untuk PT POS INDONESIA,2022-01-11 11:29:46,Pospay
Pengguna Google,5,Kantorpos dalam genggaman👍,2022-01-11 11:28:25,Pospay
Pengguna Google,5,"app sangat bermanfaat,perlu ditingkatkan lagi untuk transaksi pembelian pulsa agar bisa semua nominal.",2022-01-11 11:27:07,Pospay
Pengguna Google,5,aplikasi yang sangat membantu,2022-01-11 11:25:01,Pospay
Pengguna Google,5,"Aplikasi ini sngt luar biasa.. Sngt memudahkan saya untk bertransaksi.. Sambil rebahan aja bisa bayar pdam listrik dll.. Smoga PT POS INDONESIA makin jaya, sukses sll yach..",2022-01-11 10:57:33,Pospay
Pengguna Google,5,aplikasi keren bisa bayar bayar semua tagihan bulanan. makin keren setelah ditambah fitur transfer ke rek bank dan fitur qris mohon kalau bisa jangan terlalu berat saat akan buka aplikasinya dong min biar hp jadul bs pakai juga :),2022-01-11 10:37:49,Pospay
Pengguna Google,5,Mantab... Bisa transaksi apa saja dalam 1 aplikasi,2022-01-11 10:30:40,Pospay
Pengguna Google,5,Aplikasi yang sangat membantu buat kalangan ibu2 jaman now.. Mantap.. 👍,2022-01-11 10:01:59,Pospay
Pengguna Google,1,"Aplikasi gak aman , bisa di kendaliin saldonya Di tambah lagi sudah perna kebobolan saldonya",2022-01-11 09:36:10,Pospay
Pengguna Google,5,Aplikasi yang sangat bermanfaat,2022-01-11 08:57:24,Pospay
Pengguna Google,5,Bagus,2022-01-11 08:49:57,Pospay
Pengguna Google,5,Kreeeeeeeeeennnn,2022-01-11 06:53:51,Pospay
Pengguna Google,5,Makin cepat dan mudah bayar tagihan dan beli pulsa.mantab puolll.makasih Poslay👍👍👍👍👍,2022-01-11 03:18:20,Pospay
Pengguna Google,5,Nice aplikasi lanjutkan gan..,2022-01-10 22:40:55,Pospay
Pengguna Google,5,Aplikasi yang Mempermudah pembayaran.,2022-01-10 22:38:02,Pospay
Pengguna Google,5,"Nice aplikasi, lanjutkan gan",2022-01-10 22:18:50,Pospay
Pengguna Google,5,"Nice aplikasi, lanjutkan gan",2022-01-10 22:01:45,Pospay
Pengguna Google,5,"Nice aplikasi, lanjutkan gan..",2022-01-10 22:00:58,Pospay
Pengguna Google,5,"Aplikasi bagus bisa bayar apa saja dan canggih, 100% anti riba ga pakai flowers .",2022-01-10 22:00:23,Pospay
Pengguna Google,5,Gapernah ada promo belanja,2022-01-10 22:00:11,Pospay
Pengguna Google,5,"Sangat membantu bisa beli pulsa , top up e wallet , bayar listrik dan bisa buat nabung dll masih banyak manfaatnya",2022-01-10 21:57:09,Pospay
Pengguna Google,5,Mudah dimengerti dan,2022-01-10 21:41:23,Pospay
Pengguna Google,5,"Keren aplikasinya, terimakasih kantorpos",2022-01-10 21:27:22,Pospay
Pengguna Google,3,"sekedar saran....untuk biaya transfer tolong diturunkan seperti bank lain, 2.500/transaksi ke semua bank. kalau sudah 2.500/transaksi nanti di kasih 5 bintang. terimakasih.",2022-01-10 18:38:45,Pospay
Pengguna Google,5,Lebih nyaman dan lebih praktis,2022-01-10 15:22:19,Pospay
Pengguna Google,5,Apk nya mantap dan lengkap dan mudah digunakan,2022-01-10 15:20:50,Pospay
Pengguna Google,5,Oke,2022-01-10 14:34:22,Pospay
Pengguna Google,5,Pelayanannya baik... lokasinya ada diseluruh pelosok Indonesia...,2022-01-10 13:24:07,Pospay
Pengguna Google,5,Tetap semangat berkembang dan menyejahterakan pekerja #posjuara#akhlakbisa,2022-01-10 12:40:50,Pospay
Pengguna Google,5,Mantap,2022-01-10 12:35:42,Pospay
Pengguna Google,5,Bagus,2022-01-10 11:43:09,Pospay
Pengguna Google,5,Smart,2022-01-10 11:42:56,Pospay
Pengguna Google,5,Selalu gampang transaksi pakek pospay lebih cepat aman dan nyaman,2022-01-10 11:42:27,Pospay
Pengguna Google,5,Aplikasinya mantap,2022-01-10 11:40:27,Pospay
Pengguna Google,5,Mantap,2022-01-10 11:21:50,Pospay
Pengguna Google,5,"Nike aplikasi, lanjutkan gan",2022-01-10 11:15:12,Pospay
Pengguna Google,5,"josss,memudahkan bertransaksi....gas terus",2022-01-10 10:55:00,Pospay
Pengguna Google,5,Pospay tambah keren komplit bisa melakukan transaksi d rumah ajaa.. Pos Indonesia lanjutkan...,2022-01-10 10:40:06,Pospay
Pengguna Google,5,Muaatap,2022-01-10 10:31:35,Pospay
Pengguna Google,5,Terimakasih bisa bayar apa saja online 24jam semakin jooss,2022-01-10 10:28:28,Pospay
Pengguna Google,5,manntaaappppp.....baaangeeet.....mudah bertransaksi apa saja...,2022-01-10 10:25:58,Pospay
Pengguna Google,5,Semoga pospay di tahun 2022 lebih oke dan mantap,2022-01-10 10:25:24,Pospay
Pengguna Google,5,Aplikasinya sangat bagus,2022-01-10 10:24:19,Pospay
Pengguna Google,5,Mantap semakin di percaya,2022-01-10 10:16:25,Pospay
Pengguna Google,5,Pos juara,2022-01-10 10:14:56,Pospay
Pengguna Google,5,Sip banget .... Pertahaan kan,2022-01-10 10:10:01,Pospay
Pengguna Google,5,Trx lancar dan aman,2022-01-10 10:08:04,Pospay
Pengguna Google,5,Aplikasi bagus...fitur.nya lengkap sama mudah penggunaannya..mantapps 👍👍👍,2022-01-10 09:53:29,Pospay
Pengguna Google,5,Moga makin lancar Moga kedepannya bs online 24 jam,2022-01-10 09:38:54,Pospay
Pengguna Google,5,Semua transaksi jadi lebih mudah dan murah,2022-01-10 09:07:22,Pospay
Pengguna Google,5,Mantapppp....,2022-01-10 09:05:14,Pospay
Pengguna Google,5,Aplikasi komplit...segalanya jadi mudah...lanjutkan bosss....,2022-01-10 07:51:07,Pospay
Pengguna Google,1,jelek,2022-01-09 21:49:52,Pospay
Pengguna Google,3,Izin bertanya cara nya klo mau top up gmna Yach...via mobil banking...sy dah coba printah nya tapi ga bisa...Biasa nya kan klo kita mau top up kaya mitrapedia suka ada jumlah nominal top up nya...tapi Dsni sy bingung ga ada nominal brapa yg mau di top up,2022-01-09 16:51:30,Pospay
Pengguna Google,1,"Saya sdah berapa hari mau isi pulsa dri pospay, tpi slalu dibilang kesalahan mitra, cobak klo mmang ad yg hrus diperbaiki dlam apk ini dipercepat, mslah ny yg mnggunakan apk ini sdah luas, kasian dong orang2, dulu saya kira gratis tapi stelah ada kiriman msuk eh gk bisa dambil smua, akhirny trpotong juga (penipuan secara halu ini namanya).",2022-01-08 23:42:53,Pospay
Pengguna Google,5,Pembayaran lebih mudah,2022-01-08 19:05:44,Pospay
Pengguna Google,1,"Apliaksinya jellek tolong di perbaiki. Upgret lama sekali, udah 4 bulan belum reguler, kok begitu?",2022-01-08 16:33:33,Pospay
Pengguna Google,1,gadapet hadiah,2022-01-08 11:15:42,Pospay
Pengguna Google,4,Mau nanya gimana sama poin yg didapat klo ditukar dptnya sesuai poin yah??,2022-01-08 10:13:25,Pospay
Pengguna Google,5,Sangat membantu,2022-01-08 09:40:51,Pospay
Pengguna Google,5,Halo min. Kalau bisa resi pengiriman fiturnya dibuat cetak resi.. karna semua transaksi itu membutuhkan bukti fisik untuk dipegang.,2022-01-08 08:36:21,Pospay
Pengguna Google,1,Super PAYAH utk aplikasi yg dikeluarkan BUMN besar,2022-01-07 16:22:11,Pospay
Pengguna Google,5,sangat membantu bagi masyarakat desa yg ingin bertransaksi secara mobile,2022-01-07 10:58:33,Pospay
Pengguna Google,1,"Setiap keluar aplikasi akun otomatis log out, memperlama waktu untuk membayar",2022-01-07 09:13:17,Pospay
Pengguna Google,5,Bagus dan luar biasa,2022-01-07 08:52:39,Pospay
Pengguna Google,5,Good Job..,2022-01-07 01:40:44,Pospay
Pengguna Google,5,Aplikasi yg aman dan mudah utk pembayaran online &transaksi lainnya,2022-01-06 13:54:48,Pospay
Pengguna Google,5,"Sangat praktis dan mempermudah kita dalam masalah bayar bayar,POSPAY Top banget 👍👍👍👍",2022-01-06 13:28:00,Pospay
Pengguna Google,5,Aplikasi yg membantu kemudahan transaksi kapanpun dan dimanapun..👍👍👍,2022-01-06 12:55:31,Pospay
Pengguna Google,1,"Aplikasi SAMPAH CUMA BISA TOPUP....uang nyangkut gk bisa di apa""in",2022-01-06 12:52:43,Pospay
Pengguna Google,1,"Barang sudah sampai tapi dana belum masuk juga padahal hampir seminggu barang diterima oleh customer. Dana baru masuk setelah melakukan pengaduan ke kantor. Setelah dana masuk masih ada potongan juga😔 kalau untuk seller kecil kan kasian. Pemberitahuan pengiriman juga tidak sesuai. Karena barang sudah sampai ke penerima, tapi di riwayat pengiriman keterangannya adalah kiriman salah antar (alamat tidak lengkap/salah tulis). Padahal alamat yg dicantumkan sudah lengkap.",2022-01-06 10:56:26,Pospay
Pengguna Google,5,"Aplikasi Keuangan Mantabs banget, sangat terbantu di masa Pandemi dan Cuaca lagi tidak bersahabat. Terimakasih Pos Indonesia.",2022-01-06 10:44:33,Pospay
Pengguna Google,5,Keren nih kantor pos jadi semakin mudah untuk transaksi pembayaran tagihan bulanan . Sukses Terus Pos Indonesia,2022-01-06 10:13:07,Pospay
Pengguna Google,5,Sangat membantu,2022-01-06 09:11:43,Pospay
Pengguna Google,5,joss ah,2022-01-06 09:10:49,Pospay
Pengguna Google,5,"Jadikan kantor pos berada di tangan, mantab",2022-01-06 09:09:30,Pospay
Pengguna Google,5,Sangat membantu,2022-01-06 09:08:28,Pospay
Pengguna Google,5,"Pospay sangat membantu, transaksi lebih mudah dan minim sekali terjadi error",2022-01-06 09:04:53,Pospay
Pengguna Google,5,Mudah dan praktis tanpa ribet,2022-01-06 08:52:11,Pospay
Pengguna Google,5,Pospay semakin joss,2022-01-06 07:51:05,Pospay
Pengguna Google,5,Pospay ok... Banyak manfaat yg bisa saya ambil dr aplikasi ini.. Alhamdulillah,2022-01-06 07:45:21,Pospay
Pengguna Google,5,"Aplikasi keren yang banyak manfaatnya, rugi banget kalo gak manfaatin aplikasi ini",2022-01-06 07:09:20,Pospay
Pengguna Google,2,Kok ga bisa verifikasi akun,2022-01-05 23:19:10,Pospay
Pengguna Google,5,Lebih ditingkatkan lagi 😂,2022-01-05 22:04:13,Pospay
Pengguna Google,5,Aplikasinya cukup lengkap,2022-01-05 20:39:22,Pospay
Pengguna Google,5,"Mantap, terbaik memang 😍",2022-01-05 19:48:11,Pospay
Pengguna Google,5,lebih mudah bertransaksi dan tidak ribet ayo download aplikasi pospay di play store,2022-01-05 17:59:49,Pospay
Pengguna Google,5,"Bisa transaksi, cukup di rumah aja",2022-01-05 17:55:41,Pospay
Pengguna Google,5,"Sangat mambantu sekali, Semoga lebih dtngkatkan lgi",2022-01-05 16:32:21,Pospay
Pengguna Google,5,Bermanfaat,2022-01-05 16:31:43,Pospay
Pengguna Google,5,POSPAY nyaman Transaksinya mudah tarik Tunai dan pembayaran apa saja mudah,2022-01-05 15:33:08,Pospay
Pengguna Google,5,"Mau transaksi tidak ribet, ya di pospay, simple dan mudah 👍👍👍👍",2022-01-05 15:21:37,Pospay
Pengguna Google,5,Bayar apa aja bisaaaa.... Pospay...solusi transaksi keuangan anda,2022-01-05 15:19:45,Pospay
Pengguna Google,5,"Pospay aplikasi terbaikkks, untuk transaksi apa ajaaa 😍",2022-01-05 15:17:37,Pospay
Pengguna Google,5,Pospay transaksi keuangan apa aja okeeehhh ... gaeees..👍,2022-01-05 15:05:02,Pospay
Pengguna Google,1,Lama loading nya ngabisin kuota aja,2022-01-05 12:08:20,Pospay
Pengguna Google,5,Sangat mempermudah transaksi,2022-01-05 11:21:35,Pospay
Pengguna Google,5,Memudahkan pembayaran dan mau transaksi apa saja bisa. Cukup membantu aktivitas sehari2. Biar ga kemana mana.,2022-01-05 11:17:25,Pospay
Pengguna Google,5,Aplikasi ini sangat bagus dan membantu banget..,2022-01-05 10:57:23,Pospay
Pengguna Google,5,Mantap dan sangat bermanfaat bisa bertransaksi apa saja,2022-01-05 10:50:51,Pospay
Pengguna Google,5,Manfaat,2022-01-05 10:32:15,Pospay
Pengguna Google,5,Sngat mmbantu sekali Semoga jauh lebih update lagi,2022-01-05 09:56:31,Pospay
Pengguna Google,5,"Sngat membantu sekalii,",2022-01-05 09:47:58,Pospay
Pengguna Google,5,Smoga lebih dtingkatkan dan jauh lbih updte lagi,2022-01-05 09:37:56,Pospay
Pengguna Google,5,Memberi kemudahan dlm betransaksi baik bayar tagihan.. belanja online maupun transfer... Bravo utk pospay,2022-01-05 09:14:29,Pospay
Pengguna Google,5,Juara,2022-01-05 09:08:43,Pospay
Pengguna Google,5,Oke,2022-01-05 09:00:38,Pospay
Pengguna Google,5,"Alhamdulillah, untuk bertransaksi apapun d manapun sekarang sangat mudah karna terbantu dengan pospay ini",2022-01-05 08:45:15,Pospay
Pengguna Google,5,Aplikasi yang sangat bagus dan sangat bermanfaat untuk transaksi keuangan kami sekeluarga... terima kasih Pospay.. 🙏🙏,2022-01-05 08:26:21,Pospay
Pengguna Google,5,"Aplikasi Pospas sangat membatu saya,semuanya menjadi mudah",2022-01-05 08:18:18,Pospay
Pengguna Google,5,Sangat membantu untuk bertransaksi..,2022-01-05 08:17:35,Pospay
Pengguna Google,5,"Pospay bagus & Keren, cocok buat anak muda yang energik, Saya suka saya suka",2022-01-05 08:16:09,Pospay
Pengguna Google,5,"Aplikasi membantu transaksi keuangan lebih mudah, smoga lbih di tingkatkan lagi",2022-01-05 08:12:41,Pospay
Pengguna Google,5,"Sangat membantu, untuk pembayaran bulanan ... Tingkatkan lagi fitur²nya",2022-01-05 08:12:15,Pospay
Pengguna Google,5,Sangat membantu untuk bertransaksi online,2022-01-05 07:56:15,Pospay
Pengguna Google,5,Sangat membantu dlm transaksi keuangan ...tetap semangat terus tingkatkan,2022-01-05 07:33:30,Pospay
Pengguna Google,5,sangat terbantu dengan aplikasi ini isi token listrik dan transfer gak perlu antri lagi ke atm...cepat masuk juga ke rek bank tujuan,2022-01-05 07:29:06,Pospay
Pengguna Google,1,Kenapa tidak bisa digunakan lewat jam 10 malam? Kok kalah sama banking... kita kesulitan untuk beli token atau pulsa kalau malam kepepet. Diperbaiki lagi donk.harusnya bisa 24 jam. Maaf bintang 1. Bintang 5 kalo udah bisa 24 jam,2022-01-05 06:49:54,Pospay
Pengguna Google,5,Aplikasi sangat berguna untuk berbagai macam pembayaran,2022-01-05 06:04:18,Pospay
Pengguna Google,5,Sangat membantu sekali,2022-01-04 17:48:12,Pospay
Pengguna Google,1,Sesi anda telah berakhir. Baru berapa menit sudah Logout sendiri....,2022-01-04 13:58:12,Pospay
Pengguna Google,5,Mantap,2022-01-04 13:43:26,Pospay
Pengguna Google,5,Aplikasi keuangan mobile anak jaman sekarang terlengkap👌👌👌,2022-01-04 12:02:40,Pospay
Pengguna Google,5,Lebih hemat nyaman,2022-01-04 10:47:23,Pospay
Pengguna Google,5,aplikasi ini sangat bermanfaat bagi nusa dan bangsa,2022-01-04 10:24:22,Pospay
Pengguna Google,1,Aplikasi sekelas bumn kok lambat layanannya upgrade sudah 2 minggu belum ada kejelasannya... kurang profeaional 😪 bintang 1 aja cukup. Aplikasi hanya buat pajangan saja di plystore,2022-01-04 09:27:49,Pospay
Pengguna Google,5,tambah cepat,2022-01-04 08:29:15,Pospay
Pengguna Google,3,Dengan POSPAY semua jadi mudah,2022-01-03 22:03:36,Pospay
Pengguna Google,1,ini gimana ya saldo kok belum masuk2 sampek skrg.. pdahal penerima barang sdh 4 hr yg lalu sampek sekarag saldo belum jg masuk di apk.. bkn nya proses 1hr 24 jam dr wktu oenerina barang,2022-01-03 16:11:29,Pospay
Pengguna Google,5,Untuk pemakaian pribadi sangat bisa di andalkan. Transfer dan pembayaran non tunai juga sudah bisa. Good job,2022-01-03 14:58:03,Pospay
Pengguna Google,5,Huuh,2022-01-03 10:49:23,Pospay
Pengguna Google,1,"Sistem cod pake pospay, Barang sudah sampai, tapi dana belum juga masuk, saya sudah menunggu 1 minggu,tetap belum masuk padahal sudah lapor ke cs nya tapi ndak di respon sama sekali. Apk ini sangat menyusahkan setiap kali buka ada harus login dulu ribet kali kan, mending gausa download sebelum mereka memperbaiki apk ini sampai nyaman di gunakan",2022-01-03 09:20:55,Pospay
Pengguna Google,1,Pembohong katanya dapat saldo 10k tapi gk ada,2022-01-03 08:26:39,Pospay
Pengguna Google,1,Bagus dan membantu sekali,2022-01-03 07:20:09,Pospay
Pengguna Google,5,Good sih,2022-01-03 03:12:23,Pospay
Pengguna Google,1,Knp tdk direspon keluhan para costumer... Jadi takut mau nyoba... Padah pny negara ini... Masa kalah sama aplikasi lain... Psyah....,2022-01-02 17:00:05,Pospay
Pengguna Google,1,SAMPAH TF UANG KE BANK KENA CAS 6500?? PANTES KALAH SAING.,2022-01-02 15:37:35,Pospay
Pengguna Google,1,"Sangat buruk sekelas aplikasi BUMN ruwet disuruh gonta ganti password mulu kagak jelas ngeselin, bertele tele, yg seharusnya praktis dibikit ribet Buruuukkk",2022-01-01 22:39:51,Pospay
Pengguna Google,5,"Jos..trimakasih pospay Saia sangat terbantu Aplikasi ia sangat bagus dan membantu, ..ailapyuh",2022-01-01 21:59:56,Pospay
Pengguna Google,5,Aku kadih bintang 5,2022-01-01 19:54:24,Pospay
Pengguna Google,1,Mau install selalu berhenti di 77%.,2022-01-01 18:20:14,Pospay
Pengguna Google,3,"alikasinya murahan, tekan tombol kembali tidak ada remnya, jadi langsung keluar, harus login ulang dah...... trus aktifasi verifikasi nik akun lama..",2022-01-01 15:20:39,Pospay
Pengguna Google,1,"Diarahkan membayar pajak bea masuk barang import melalui pospay, setelah registrasi dan isi saldo, dan akan membayar, keterangan produk tidak ada",2021-12-31 20:59:54,Pospay
Pengguna Google,5,"Alhamdulillah, tanpa riba",2021-12-31 20:15:40,Pospay
Pengguna Google,1,"saya tf ke bank, saldo giro berkurang. di bank tidak ada uang masuk.",2021-12-31 19:44:09,Pospay
Pengguna Google,1,GK jelas. Akun saya SDH lupa password dan perbaiki lewat kode SMS OTP tetap g bisa masuk,2021-12-31 19:28:27,Pospay
Pengguna Google,5,"Oke siiip Sangat membantu kami dlm cod , smoga semua kurir pos profesional",2021-12-31 19:03:01,Pospay
